開始,結束,工單,總數,盤號,OK數,NG數,OK盤號1,OK盤號2,OK盤號3,NG盤號1,NG盤號2,NG盤號3
20260505_10:13:44, 20260505_10:16:03, 10000505, 2890, 095550, 0, 36, , , , 43540010010201E2806A96000050225CA0A11CC8
20260507_11:18:28, 20260507_11:19:52, 10000507, 2890, 110607, 0, 19, , , , 43540010010201E2806A96000040225CA0BD1CBC
20260507_11:22:20, 20260507_11:24:43, 10000507, 2890, 110639, 0, 37, , , , 43540010010201E2806A96000050225CA8AD1BB5
20260507_12:40:00, 20260507_12:43:22, 10000507, 2890, 123207, 0, 56, , , , 43540010010201E2806A96000040225CA96D1B04
20260507_12:47:37, 20260507_12:50:26, 10000507, 2890, 123219, 0, 43, , , , 43540010010201E2806A96000050225CA9BD1BA4
20260507_12:55:15, 20260507_12:58:02, 10000507, 2890, 123229, 0, 45, , , , 43540010010201E2806A96000040225CA13D1C3B
20260507_13:06:49, 20260507_13:09:54, 10000507, 2890, 125858, 0, 51, , , , 43540010010201E2806A96000040225CA9511B20
20260507_13:14:27, 20260507_13:17:00, 10000507, 2890, 125915, 0, 42, , , , 43540010010201E2806A96000050225CA98D1BD4
20260507_13:22:04, 20260507_13:24:49, 10000507, 2890, 125941, 0, 44, , , , 43540010010201E2806A96000050225CA9811BE0
20260507_13:42:26, 20260507_13:45:19, 10000507, 2890, 133438, 0, 46, , , , 43540010010201E2806A96000040225CA9011B70
20260507_13:50:04, 20260507_13:53:35, 10000507, 2890, 133457, 0, 58, , , , 43540010010201E2806A96000040225CA9C11BB0
20260508_09:16:47, 20260508_09:29:01, 10000508, 2890, 090737, 215, 51, 43540010010201E2806A96000050225CA1111C57, 43540010010201E2806A96000040225CA9A11BD0, 43540010010201E2806A96000040225CA99D1BD4, 43540010010201E2806A96000050225CA89D1BC5
20260508_09:31:58, 20260508_09:43:07, 10000508, 2890, 092404, 232, 34, 20260508_093744, 43540010010201E2806A96000050225CA97D1BE4, 43540010010201E2806A96000040225CA84D1B25, 43540010010201E2806A96000040225CA0E11C98
20260508_09:43:44, 20260508_09:55:35, 10000508, 2890, 092418, 222, 44, 20260508_095001, 43540010010201E2806A96000050225CA0C11CA8, 43540010010201E2806A96000050225CA85D1B05, 43540010010201E2806A96000040225CA1011C77
20260508_09:56:11, 20260508_10:12:20, 10000508, 2890, 092429, 231, 35, 43540010010201E2806A96000040225CA08D1CEC, 43540010010201E2806A96000040225CA8211B51, 43540010010201E2806A96000040225CA9AD1BC4, 43540010010201E2806A96000050225CA0F11C78
20260508_10:12:56, 20260508_10:23:37, 10000508, 2890, 093239, 239, 27, 43540010010201E2806A96000050225CA0F11C78, 43540010010201E2806A96000040225CA0B11CC8, 20260508_102337, 43540010010201E2806A96000050225CA0AD1CBC
20260508_10:24:13, 20260508_10:36:36, 10000508, 2890, 095649, 214, 52, 43540010010201E2806A96000050225CA98D1BD4, 43540010010201E2806A96000040225CA9011B70, 20260508_103636, 43540010010201E2806A96000050225CA9811BE0
20260508_10:37:12, 20260508_10:47:44, 10000508, 2890, 095702, 240, 26, 43540010010201E2806A96000040225CA0BD1CBC, 43540010010201E2806A96000050225CA9BD1BA4, 20260508_104744, 43540010010201E2806A96000050225CA8AD1BB5
20260508_10:50:23, 20260508_11:00:53, 10000508, 2890, 095715, 243, 23, 43540010010201E2806A96000040225CA13D1C3B, 20260508_105901, 43540010010201E2806A96000040225CA2911CE6, 43540010010201E2806A96000040225CA9511B20
20260508_11:01:30, 20260508_11:11:39, 10000508, 2890, 104604, 249, 17, 43540010010201E2806A96000040225CA29D1CDA, 43540010010201E2806A96000040225CA2AD1CCA, 43540010010201E2806A96000050225CA2B11CB6, 43540010010201E2806A96000040225CA2A11CD6
20260508_11:12:15, 20260508_11:26:12, 10000508, 2890, 104705, 245, 21, 20260508_112021, 435400040102144E, 43540010010201E2806A96000040225CA4911CE4, 20260508_112612
20260511_09:06:31, 20260511_09:07:32, 10000511, 2890, 085739, 0, 13, , , , 20260511_090732
20260511_09:13:58, 20260511_09:15:33, 10000511, 2890, 085752, 0, 22, , , , 20260511_091533
20260511_09:21:45, 20260511_09:22:58, 10000511, 2890, 085801, 0, 15, , , , 20260511_092257
20260511_09:29:30, 20260511_09:30:43, 10000511, 2890, 091620, 0, 15, , , , 20260511_093043
20260511_09:37:06, 20260511_09:38:19, 10000511, 2890, 091630, 0, 16, , , , 43540010010201E2806A96000050225CA4D11C94
20260511_09:44:46, 20260511_09:45:29, 10000511, 2890, 093337, 0, 7, , , , 20260511_094529
20260511_09:52:31, 20260511_09:53:22, 10000511, 2890, 093350, 0, 9, , , , 43540010010201E2806A96000050225CA4111C54
20260511_10:01:37, 20260511_10:02:54, 10000511, 2890, 095344, 0, 17, , , , 43540010010201E2806A96000050225CA4DD1C88
20260511_10:09:18, 20260511_10:10:44, 10000511, 2890, 095400, 0, 21, , , , 43540010010201E2806A96000050225CA4E11C84
20260511_10:16:59, 20260511_10:19:22, 10000511, 2890, 095413, 0, 38, , , , 43540010010201E2806A96000050225CA4ED1C78
20260513_09:15:02, 20260513_09:16:43, 10000513, 2890, 090602, 0, 24, , , , 20260513_091642
20260513_09:22:30, 20260513_09:24:35, 10000513, 2890, 090622, 0, 32, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260513_09:30:07, 20260513_09:31:20, 10000513, 2890, 090638, 0, 15, , , , 20260513_093120
20260513_09:37:45, 20260513_09:39:19, 10000513, 2890, 091943, 0, 22, , , , 20260513_093919
20260513_09:45:20, 20260513_09:46:16, 10000513, 2890, 093035, 0, 11, , , , 43540010010201E2806A96000050225CA4D11C94
20260513_09:53:04, 20260513_09:54:20, 10000513, 2890, 093043, 0, 17, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260513_10:00:46, 20260513_10:02:03, 10000513, 2890, 093749, 0, 16, , , , 43540010010201E2806A96000050225CA4111C54
20260513_10:08:16, 20260513_10:09:09, 10000513, 2890, 094936, 0, 10, , , , 43540010010201E2806A96000050225CA4DD1C88
20260513_10:15:49, 20260513_10:17:01, 10000513, 2890, 095637, 0, 15, , , , 43540010010201E2806A96000050225CA4E11C84
20260513_10:28:53, 20260513_10:29:46, 10000513, 2890, 102101, 0, 10, , , , 43540010010201E2806A96000050225CA4ED1C78
20260514_09:00:39, 20260514_09:02:22, 10000514, 2890, 085151, 0, 25, , , , 20260514_090222
20260514_09:08:05, 20260514_09:10:07, 10000514, 2890, 085204, 0, 31, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260514_09:15:29, 20260514_09:17:51, 10000514, 2890, 085214, 0, 36, , , , 20260514_091751
20260514_09:24:38, 20260514_09:28:30, 10000514, 2890, 091655, 0, 64, , , , 43540010010201E2806A96000050225CA47D1CE8
20260514_09:32:09, 20260514_09:33:50, 10000514, 2890, 091708, 0, 25, , , , 43540010010201E2806A96000050225CA4D11C94
20260514_09:39:47, 20260514_09:43:10, 10000514, 2890, 091716, 0, 57, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260514_09:47:18, 20260514_09:50:15, 10000514, 2890, 092657, 0, 49, , , , 43540010010201E2806A96000050225CA4111C54
20260514_09:54:44, 20260514_09:57:47, 10000514, 2890, 094208, 0, 50, , , , 43540010010201E2806A96000050225CA4DD1C88
20260514_10:02:14, 20260514_10:04:36, 10000514, 2890, 094233, 0, 37, , , , 43540010010201E2806A96000050225CA4E11C84
20260514_10:09:42, 20260514_10:11:20, 10000514, 2890, 095911, 0, 24, , , , 43540010010201E2806A96000050225CA4ED1C78
20260515_08:59:29, 20260515_09:02:32, 10000515, 2890, 085107, 0, 49, , , , 20260515_090232
20260515_09:06:44, 20260515_09:09:05, 10000515, 2890, 085120, 0, 32, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260515_09:14:08, 20260515_09:17:07, 10000515, 2890, 085132, 0, 49, , , , 20260515_091707
20260515_09:21:35, 20260515_09:26:40, 10000515, 2890, 090751, 0, 84, , , , 20260515_092640
20260515_09:29:04, 20260515_09:31:30, 10000515, 2890, 090804, 0, 29, , , , 43540010010201E2806A96000050225CA4D11C94
20260515_09:36:24, 20260515_09:38:57, 10000515, 2890, 092014, 0, 36, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260515_09:43:48, 20260515_09:46:09, 10000515, 2890, 092816, 0, 37, , , , 43540010010201E2806A96000050225CA4111C54
20260515_09:51:12, 20260515_09:53:10, 10000515, 2890, 093203, 0, 29, , , , 43540010010201E2806A96000050225CA4DD1C88
20260515_09:58:36, 20260515_10:00:58, 10000515, 2890, 094130, 0, 35, , , , 43540010010201E2806A96000050225CA4E11C84
20260515_10:22:04, 20260515_10:25:27, 10000515, 2890, 101422, 0, 56, , , , 20260515_102527
20260518_09:18:33, 20260518_09:21:48, 10000518, 2890, 091010, 0, 51, , , , 20260518_092148
20260518_09:28:21, 20260518_09:30:50, 10000518, 2890, 092054, 0, 38, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260518_09:35:37, 20260518_09:38:49, 10000518, 2890, 092124, 0, 51, , , , 20260518_093849
20260518_09:42:54, 20260518_09:45:51, 10000518, 2890, 092143, 0, 48, , , , 20260518_094551
20260518_09:50:13, 20260518_09:53:52, 10000518, 2890, 093150, 0, 58, , , , 43540010010201E2806A96000050225CA4D11C94
20260518_09:57:28, 20260518_09:59:55, 10000518, 2890, 094303, 0, 38, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260518_10:04:47, 20260518_10:07:44, 10000518, 2890, 094311, 0, 49, , , , 43540010010201E2806A96000050225CA4111C54
20260518_10:12:03, 20260518_10:14:10, 10000518, 2890, 095155, 0, 33, , , , 43540010010201E2806A96000050225CA4DD1C88
20260518_10:19:19, 20260518_10:22:14, 10000518, 2890, 100049, 0, 45, , , , 43540010010201E2806A96000050225CA4E11C84
20260518_10:29:19, 20260518_10:32:51, 10000518, 2890, 102146, 0, 52, , , , 43540010010201E2806A96000050225CA4ED1C78
20260519_09:02:01, 20260519_09:03:58, 10000519, 2890, 085312, 0, 29, , , , 20260519_090358
20260519_09:09:23, 20260519_09:10:37, 10000519, 2890, 085325, 0, 16, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260519_09:16:54, 20260519_09:18:35, 10000519, 2890, 085335, 0, 26, , , , 20260519_091834
20260519_09:24:20, 20260519_09:26:03, 10000519, 2890, 090745, 0, 26, , , , 20260519_092603
20260519_09:31:52, 20260519_09:34:40, 10000519, 2890, 091504, 0, 46, , , , 43540010010201E2806A96000050225CA4D11C94
20260519_09:39:16, 20260519_09:42:01, 10000519, 2890, 092137, 0, 43, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260519_09:46:48, 20260519_09:49:14, 10000519, 2890, 092849, 0, 40, , , , 43540010010201E2806A96000050225CA4111C54
20260519_09:54:16, 20260519_09:56:03, 10000519, 2890, 093414, 0, 28, , , , 43540010010201E2806A96000050225CA4DD1C88
20260519_10:01:43, 20260519_10:03:29, 10000519, 2890, 094227, 0, 28, , , , 43540010010201E2806A96000050225CA4E11C84
20260519_10:09:11, 20260519_10:10:59, 10000519, 2890, 094923, 0, 28, , , , 20260519_101059
20260520_09:02:57, 20260520_09:04:11, 10000520, 2890, 085417, 0, 15, , , , 20260520_090410
20260520_09:10:29, 20260520_09:12:08, 10000520, 2890, 085430, 0, 24, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260520_09:18:03, 20260520_09:19:29, 10000520, 2890, 085503, 0, 21, , , , 20260520_091929
20260520_09:25:39, 20260520_09:26:41, 10000520, 2890, 091011, 0, 13, , , , 20260520_092641
20260520_09:33:15, 20260520_09:34:15, 10000520, 2890, 091028, 0, 13, , , , 43540010010201E2806A96000050225CA4D11C94
20260520_09:40:43, 20260520_09:42:05, 10000520, 2890, 092058, 0, 20, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260520_09:48:09, 20260520_09:49:53, 10000520, 2890, 092842, 0, 27, , , , 43540010010201E2806A96000050225CA4111C54
20260520_09:55:41, 20260520_09:57:02, 10000520, 2890, 093527, 0, 20, , , , 43540010010201E2806A96000050225CA4DD1C88
20260520_10:03:10, 20260520_10:05:33, 10000520, 2890, 094207, 0, 38, , , , 43540010010201E2806A96000050225CA4E11C84
20260520_10:10:45, 20260520_10:12:31, 10000520, 2890, 095143, 0, 28, , , , 43540010010201E2806A96000050225CA4ED1C78
20260521_09:01:21, 20260521_09:03:07, 10000521, 2890, 085240, 0, 28, , , , 20260521_090307
20260521_09:08:57, 20260521_09:10:18, 10000521, 2890, 085253, 0, 20, , , , 43540010010201E2806A96000050225CA3AD1CB9
20260521_09:16:31, 20260521_09:17:54, 10000521, 2890, 085304, 0, 20, , , , 20260521_091754
20260521_09:23:58, 20260521_09:25:24, 10000521, 2890, 090611, 0, 21, , , , 20260521_092524
20260521_09:31:31, 20260521_09:32:08, 10000521, 2890, 091331, 0, 6, , , , 43540010010201E2806A96000050225CA4D11C94
20260521_09:39:02, 20260521_09:40:03, 10000521, 2890, 091913, 0, 13, , , , 43540010010201E2806A96000040225CA4CD1CA8
20260521_09:46:39, 20260521_09:47:54, 10000521, 2890, 093038, 0, 17, , , , 43540010010201E2806A96000050225CA4111C54
20260521_09:54:12, 20260521_09:55:53, 10000521, 2890, 093546, 0, 24, , , , 43540010010201E2806A96000050225CA4DD1C88
20260521_10:01:44, 20260521_10:02:56, 10000521, 2890, 095208, 0, 15, , , , 43540010010201E2806A96000050225CA4E11C84
20260521_10:09:14, 20260521_10:11:31, 10000521, 2890, 095217, 0, 36, , , , 43540010010201E2806A96000050225CA4ED1C78
